feature_id,area,feature_name,user_story,expected_behaviour,how_to_test,spec_ref,code_ref,status,error_notes,fix_ref,retest_status
picker-tabbed-view-tabs-and-pages,picker,"Picker presents an All tab plus one tab per agent; Alt+P/Alt+N page, Alt+Left/Alt+Right switch tabs","As a user, I want to browse all sessions together (All) or narrow to one agent (a per-agent tab), and within either view page through more than 50 sessions, using simple keys.","`run_tabbed_picker` builds tabs as `All` (index 0) plus one tab per distinct `PickerCandidate.agent`, in first-seen order after the global ascending sort; each tab is independently paginated at `PAGE_SIZE` (50), defaulting to its newest page. `Alt+P`/`Alt+N` (`classify_nav`, `SkimKey::Alt('p')`/`Alt('n')`) move pages within the current tab, only bound when that direction exists. `Alt+Left`/`Alt+Right` (`SkimKey::AltLeft`/`AltRight`) cycle tabs with wraparound and reset to the target tab's newest page. Every page turn or tab switch relaunches a small, fresh Skim instance over just that slice (src/picker.rs run_tabbed_picker, run_single_view, build_tabbed_options, classify_nav).","With 3+ agents and one agent having 50+ sessions: from the All tab's last page, press Alt+P and confirm the header reads a lower page number and the newest-page-only session disappears; press Alt+Left/Alt+Right and confirm the header's bracketed tab name changes and cycling wraps past the last tab back to All; confirm Enter still resolves the correct session from whichever tab/page is active.",§4 Explicit direction,src/picker.rs:423 (run_tabbed_picker); src/picker.rs:366 (classify_nav); tests/picker_spike.rs:344 (tabbed_picker_paginates_and_switches_tabs),Pass,,,Pass
codex-discovery-parallel-scan,codex,Codex discovery uses up to 8 bounded worker threads instead of scanning one file at a time,"As a user with a large Codex rollout store, I want discovery to finish quickly even on a corpus much bigger than my current Scope, since Codex's store has no per-directory Workspace pruning to shrink the file list before reading.","discover_with_filter_enriched splits each root's file list across up to MAX_DISCOVERY_WORKERS=8 scoped threads (parallel_map; falls back to sequential below PARALLEL_THRESHOLD=16 files to avoid thread-spawn overhead on small corpora), reassembling results in original sorted order before any downstream code (filter, sqlite enrichment, Session construction) sees them -- output is unaffected by the parallelism, only wall-clock time (src/integration/codex/discover.rs parallel_map, discover_with_filter_enriched).","Time `resume --agent codex --json <dir>` against a real large Codex corpus (hundreds+ rollouts) with a cold cache; observe wall time close to `user+sys` CPU time divided across cores rather than serial. Compare stdout against a small-corpus (<16 files, forces the sequential fallback) run for parity.",§2 Agent profiles and roots,src/integration/codex/discover.rs:165 (discover_with_filter_enriched); src/integration/codex/discover.rs:46 (parallel_map),Pass,,,Pass
codex-discovery-cache,codex,Codex discovery cache: reuse an unchanged rollout's parsed content across runs,"As a user who runs resume repeatedly against the same machine's Codex sessions (often from different project directories over time), I want repeat invocations to skip re-reading and re-parsing rollout files that have not changed.","codex::cache::DiscoveryCache loads a JSON file at $XDG_CACHE_HOME/resume/codex-discovery-v1.json (falling back to ~/.cache/resume/; codex::cache::cache_path) keyed by each rollout's canonical absolute path, storing (size, mtime, parsed-content-or-no-session). A lookup hit (matching size+mtime) skips the file read and JSON parse entirely; a miss does a full, ungated parse (bypassing the Scope Workspace-gate, since a gate rejection is Scope-specific and must never be cached as a durable 'no session' fact) and records the result. The cache is purely non-authoritative: a missing/corrupt/version-mismatched file loads as empty (never an error), a write failure is silently swallowed, and deleting the file is always safe -- the rollout JSONL remains the source of truth. SQLite enrichment hints are never cached; they are recomputed fresh on every run on top of the cached-or-parsed content (src/integration/codex/cache.rs; src/integration/codex/discover.rs parse_for_discovery) On save, an entry whose path falls under the current run's effective_root but was not observed this run (the file no longer exists) is pruned as an orphan -- dynamic, run-driven garbage collection with no separate sweep job, since caching guarantees every currently-existing file under that root is always seen. An entry under a *different* effective_root (a different CODEX_HOME from an earlier run) is never pruned, since this run has no evidence about a root it did not scan (DiscoveryCache::save).",Run `resume --agent codex --json <dir>` twice against the same real Scope with the same $XDG_CACHE_HOME; diff the two JSON outputs (must be byte-identical) and observe the second run is dramatically faster. Modify a rollout file's content and confirm its cached entry is invalidated (next run re-parses it). Delete the cache file and confirm the next run degrades gracefully to a full fresh scan with identical output Delete a rollout file between two runs against the same CODEX_HOME/XDG_CACHE_HOME and confirm its cache entry is gone after the second run's save; confirm an entry cached under a *different* CODEX_HOME in an earlier run survives untouched.,§3 Time,src/integration/codex/discover.rs:328 (session); src/integration/codex/cache.rs:230 (save); src/integration/codex/cache.rs:131 (DiscoveryCache),Pass,,,Pass
opencode-effective-root-xdg,opencode,OpenCode root honours XDG_DATA_HOME,"As a user with a relocated XDG data directory, I want resume to find my OpenCode sessions where OpenCode actually stores them, so that relocation does not silently hide my history.","`roots::effective_root` returns `$XDG_DATA_HOME/opencode` when XDG_DATA_HOME is set and non-empty, otherwise `~/.local/share/opencode`. An empty XDG_DATA_HOME is treated as unset, not as a relative root.","Point XDG_DATA_HOME at a fixture directory holding `opencode/opencode.db`, run `resume --json -a opencode`, and confirm its sessions appear; repeat with XDG_DATA_HOME set to the empty string and confirm the HOME fallback is used instead.",-,src/integration/opencode/roots.rs:25 (effective_root),Pass,,,Pass
opencode-db-is-authoritative,opencode,Only opencode.db is read; legacy JSON storage is ignored,"As a user upgrading from a pre-1.0 OpenCode install, I want resume to report the sessions OpenCode itself would resume, so that stale JSON files do not resurrect dead sessions.","Sessions come exclusively from the `session` table of `opencode.db` (`roots::DB_FILENAME`). A leftover `storage/session/*.json` or `storage/project/*.json` tree is never read, because current OpenCode no longer writes it.",Create a fixture root containing both `opencode.db` with one session and a `storage/session/legacy.json`; run `resume --json -a opencode` and confirm only the database session is listed.,-,src/integration/opencode/roots.rs:17 (DB_FILENAME); src/integration/opencode/discover.rs:82 (discover),Pass,,,Pass
opencode-readonly-open,opencode,The OpenCode database is opened strictly read-only,"As a user with OpenCode running, I want resume never to modify or lock my session database, so that browsing sessions cannot corrupt or block the live agent.","`open_readonly` opens the database with `SQLITE_OPEN_READ_ONLY | SQLITE_OPEN_NO_MUTEX` and a bounded busy timeout, so a concurrently-writing OpenCode is never blocked and the file is never mutated. This matches the read-only posture the product requires of every integration.","With a fixture `opencode.db`, record the file's mtime and size, run `resume --json -a opencode`, and confirm both are unchanged and no `-wal`/`-journal` file was created.",§1 Core behavior,src/integration/opencode/discover.rs:126 (open_readonly),Pass,,,Pass
opencode-missing-session-table,opencode,A database without a session table degrades to a diagnostic,"As a user whose OpenCode database predates or postdates the expected schema, I want a clear diagnostic instead of a crash, so that one integration cannot take down the whole listing.","Discovery pre-checks that the `session` table exists before querying. A database missing that table yields no Sessions and a diagnostic rather than a SQL error surfaced to the user, and never aborts the other integrations.","Create an `opencode.db` containing an unrelated table only, run `resume --json --verbose`, and confirm exit code 0, zero opencode sessions, and a diagnostic on stderr.",§7 Diagnostics,src/integration/opencode/discover.rs:82 (discover),Pass,,,Pass
opencode-missing-db-diagnostic,opencode,A missing OpenCode database reports opencode_root_unavailable,"As a user who has never run OpenCode, I want resume to say so rather than fail, so that a missing agent is normal rather than an error.","When `opencode::discover` returns `Ok(None)` (no database at the effective root), `app::discover_opencode` records the diagnostic category `opencode_root_unavailable` and contributes zero Sessions. Exit code is unaffected.","Run `resume --json --verbose -a opencode` with HOME pointing at a fixture that has no `opencode` data directory; confirm exit 0, zero sessions, and `opencode_root_unavailable` on stderr.",§7 Diagnostics,src/app.rs:805 (discover_opencode),Pass,,,Pass
opencode-feature-off-no-sessions,opencode,A build without the opencode feature yields zero OpenCode sessions,"As a user of a default build, I want OpenCode to be inert rather than half-working, so that missing SQLite support never produces partial or wrong results.","`discover_stub::discover` is compiled when the `opencode` cargo feature is off. It always returns `Ok(None)` without touching the filesystem, so the binary reports zero OpenCode Sessions and never attempts a degraded scan. Other agents are unaffected.","Build with a plain `cargo build` (no `--features opencode`), point HOME at a fixture that does contain a populated `opencode.db`, run `resume --json --verbose -a opencode`, and confirm zero sessions and a diagnostic.",-,src/integration/opencode/discover_stub.rs:47 (discover),Pass,,,Pass
opencode-feature-off-diagnostic-name,opencode,The feature-off diagnostic category matches what the code emits,"As a user reading stderr, I want the documented diagnostic name to be the one I actually see, so that I can search the docs for what my terminal printed.","README.md:154 states that `-a opencode` on a feature-off build reports `opencode_root_unavailable`, and `src/app.rs` emits exactly that. The category must be identical in docs and code so the diagnostic is greppable.","Build without the feature, run `resume --json --verbose -a opencode`, capture the stderr category token, and confirm it appears verbatim in README.md and in every source doc comment describing this path.",§7 Diagnostics,src/app.rs:805 (discover_opencode),Pass,,src/integration/opencode/discover_stub.rs (NO_SESSIONS_CATEGORY) + src/integration/opencode/discover.rs (NO_SESSIONS_CATEGORY) + src/app.rs (discover_opencode): the documented opencode_disabled category was never emitted; the Ok(None) arm now reports per build which of the two happened,Pass
opencode-feature-off-vs-no-data,opencode,Feature-off and no-data are distinguishable to the user,"As a user who built without SQLite support, I want to be told my build lacks OpenCode rather than that I have no OpenCode sessions, so that I know rebuilding would help.","A build compiled without the `opencode` feature and a build that simply has no OpenCode database both reach `AgentDiscovery::failed(""opencode_root_unavailable"")`. If the two cases are indistinguishable on stderr, the feature-off case is unactionable and needs a distinguishing hint.","Run `resume --json --verbose -a opencode` twice — once on a feature-off build against a populated fixture, once on a feature-on build against an empty fixture — and diff the stderr; they must not be byte-identical.",§7 Diagnostics,src/app.rs:805 (discover_opencode); src/integration/opencode/discover_stub.rs:47 (discover),Blocked,SKIPPED: build a default-feature binary at target/debug/resume-noopencode || a build lacking --features opencode is indistinguishable from having no OpenCode data; both print 'resume: git_scope_discovery_failed: 1  No such file or directory (os error 2)\nresume: opencode_root_unavailable: 1',Same fix as opencode-feature-off-diagnostic-name; regression test tests/step9_app.rs (opencode_distinguishes_a_feature_off_build_from_a_missing_database). README.md documents that the first is fixed by rebuilding and the second is not,Pass
opencode-resume-exact-session,opencode,Resume launches the exact selected OpenCode session,"As a user picking one of several OpenCode sessions, I want that specific session resumed, so that selection is meaningful.",`resume_spec` builds `opencode --session <id>`. `--continue`/`-c` (last session) and `--fork` are never used: the first ignores the selection and the second branches instead of resuming.,"Put a fake `opencode` executable early on PATH that logs its argv, select an OpenCode session that is not the most recent, and confirm the logged argv is `opencode --session <that id>`.",§6 Resume safety and process handoff,src/integration/opencode/resume.rs:13 (resume_spec),Pass,,,Pass
opencode-resume-cwd-is-workspace,opencode,OpenCode is launched with cwd set to the recorded workspace,"As a user resuming a session recorded in another directory, I want OpenCode to start in that directory, so that its own working-directory detection agrees with the session.","The resume spec sets the child process cwd to `session.directory`, the absolute path OpenCode recorded at session creation, rather than inheriting the terminal's current directory.","With the argv-logging fake `opencode` on PATH, also log `pwd`; resume a session whose recorded directory differs from the shell's cwd and confirm the logged pwd is the recorded directory.",§6 Resume safety and process handoff,src/integration/opencode/resume.rs:13 (resume_spec),Pass,,,Pass
opencode-no-profile,opencode,OpenCode sessions carry no profile segment,"As a user reading the picker rows, I want the AGENT[PROFILE] column to omit a profile for OpenCode, so that it does not imply an isolation concept OpenCode lacks.","OpenCode has no profile or isolation concept, so `SessionKey::profile` is always `None` for its Sessions and the row renders as a bare agent name with no bracketed profile.",Run `resume --json -a opencode` against the fixture and confirm every object's profile field is null; confirm `resume --list` shows `opencode` with no `[...]` suffix.,§3 Decision metadata,src/integration/opencode/mod.rs:36 (AGENT),Pass,,,Pass
opencode-agent-flag-selects,opencode,`-a opencode` restricts discovery to OpenCode,"As a user with several agents installed, I want to list only OpenCode sessions, so that I can narrow a crowded picker.","`opencode` is a member of `cli::SUPPORTED_AGENTS`, so `--agent opencode` is accepted by CLI validation and restricts discovery to that one integration.",Run `resume --json -a opencode` against a fixture holding sessions for several agents and confirm every returned object has agent `opencode`.,§7 Query options,src/cli.rs:99 (SUPPORTED_AGENTS),Pass,,,Pass
setup-first-run-prompt,setup,First run prompts for the agents to scan,"As a new user, I want to choose which agents resume scans on first run, so that I am not forced to wait on agents I do not use.","With no `~/.resume/settings.json` present, `load_or_setup` calls `run_setup`, which prints a numbered list of `SUPPORTED_AGENTS` and reads one selection line from the controlling terminal.","With an isolated HOME containing no `.resume/settings.json`, run `resume` under a PTY and confirm the numbered agent list and the `Selection (for example 1,3; `all`; or `none`): ` prompt appear before any discovery output.",-,src/settings.rs:258 (load_or_setup); src/settings.rs:234 (run_setup),Pass,,,Pass
setup-selection-numbers,setup,Setup accepts comma-separated 1-based agent numbers,"As a user choosing a subset of agents, I want to type their numbers, so that selection is quick and unambiguous.","`parse_selection` maps each comma-separated token to a 1-based index into `SUPPORTED_AGENTS`, ignores surrounding whitespace, and de-duplicates repeats while preserving `SUPPORTED_AGENTS` identity (so `2, 1, 2` selects two distinct agents).","Run setup under a PTY, answer `2, 1, 2`, and confirm the written settings.json lists exactly two agents and no duplicates.",-,src/settings.rs:173 (parse_selection),Pass,,,Pass
setup-selection-all-and-none,setup,Setup accepts `all` and `none` case-insensitively,"As a user, I want a one-word answer for the two obvious cases, so that I do not have to enumerate every number.","`parse_selection` returns every supported agent for `all` and an empty selection for `none`, both matched case-insensitively after trimming. `none` is a valid choice, not an error.","Run setup under a PTY answering `ALL`, confirm all agents are saved; rerun with a fresh HOME answering `None`, and confirm an empty agents list is saved without error.",-,src/settings.rs:173 (parse_selection),Pass,,,Pass
setup-selection-rejects-invalid,setup,Invalid selections are rejected with an actionable message,"As a user who mistypes, I want to be told what a valid answer looks like, so that I can correct it immediately.","An empty line, a non-numeric token, zero, or a number past `SUPPORTED_AGENTS.len()` all produce `SettingsError::InvalidSelection`, whose message names the accepted grammar: comma-separated numbers, `all`, or `none`.","Run setup under a PTY and answer in turn ``, `x`, `0`, and `99`; confirm each is refused and the error text names all three accepted forms.",§7 Configuration,src/settings.rs:173 (parse_selection); src/settings.rs:26 (SettingsError),Pass,,,Pass
setup-atomic-save,setup,Settings are written atomically and never left half-written,"As a user, I want an interrupted save to leave my previous settings intact, so that a crash cannot corrupt my configuration.","`save` writes to a pid-suffixed temporary file in the same directory with `create_new(true)`, fsyncs it, then `fs::rename`s it over the target. A reader therefore sees either the old file or the complete new one, never a truncated file.","Run setup to completion, then confirm `~/.resume/.settings-*.tmp` does not exist and `~/.resume/settings.json` parses as complete JSON.",-,src/settings.rs:106 (save),Pass,,,Pass
setup-save-permissions,setup,The settings file is created with owner-only permissions,"As a user on a shared machine, I want my agent selection not to be world-readable, so that resume does not widen my exposure.","On Unix, `save` sets mode 0o600 on the temporary file before renaming it into place, so the settings file is readable and writable only by its owner.","Run setup, then `stat -f '%Lp' ~/.resume/settings.json` (macOS) and confirm it reports 600.",§8 Privacy,src/settings.rs:106 (save),Pass,,,Pass
setup-roundtrip,setup,Saved settings load back identically,"As a returning user, I want my earlier selection honoured, so that setup is a one-time cost.","`load` parses the settings file, validates it, and returns a `Settings` equal to what `save` wrote, including the agent selection and the `known_agents` list.","Run setup selecting one agent, rerun `resume --list`, and confirm no prompt appears and only that agent's sessions are discovered.",-,src/settings.rs:84 (load); src/settings.rs:106 (save),Pass,,,Pass
setup-rejects-bad-settings,setup,"Malformed, wrong-version, or unknown-agent settings are refused","As a user with a hand-edited settings file, I want a clear error rather than silent misbehaviour, so that I can see my edit was wrong.","`Settings::validate` rejects any `schema_version` other than 1 with `UnsupportedSchema`, and any agent outside `SUPPORTED_AGENTS` with `UnknownAgent`; unparseable JSON produces `SettingsError::Parse` naming the path.","Write in turn `not json`, `{""schema_version"",...}`, and `{""schema_version"",""agents"":[""unknown""],...}` to `~/.resume/settings.json`, run `resume --list` after each, and confirm each fails with a distinct, path-naming error.",§7 Configuration,src/settings.rs:17 (Settings); src/settings.rs:26 (SettingsError),Pass,,,Pass
setup-new-agent-notified,setup,Agents added after setup are reported but not silently enabled,"As a user upgrading resume, I want to learn that a new agent exists without it changing my scan set behind my back, so that upgrades are predictable.","`newly_supported` returns supported agents absent from the saved `known_agents`. `refresh_known_agents` appends them to `known_agents` and re-saves, but never adds them to `agents`, so the user's selection is unchanged until they opt in.","Hand-write a settings.json whose `known_agents` omits one supported agent, run `resume --list`, and confirm the new agent is reported, is not scanned, and that a second run reports nothing new.",-,src/settings.rs:151 (newly_supported); src/settings.rs:159 (refresh_known_agents),Pass,,,Pass
setup-preserves-unknown-fields,setup,Unknown settings fields survive a rewrite,"As a user on a mixed-version setup, I want fields written by a newer resume to survive an older one rewriting the file, so that downgrading does not destroy configuration.","`Settings` carries a `#[serde(flatten)] extra` map, so any field it does not recognize is preserved verbatim through load and save rather than dropped.","Add an unrecognized top-level key to settings.json, trigger a rewrite (by making `known_agents` stale so `refresh_known_agents` re-saves), and confirm the key survives with its value.",-,src/settings.rs:17 (Settings),Pass,,,Pass
setup-noninteractive-requires-setup,setup,`--list`/`--json` refuse to run setup non-interactively,"As a script author, I want resume never to block on a prompt, so that automation cannot hang waiting for input.","`load_or_require_setup` returns `SettingsError::SetupRequired` when no settings file exists, instead of prompting. Its message tells the user to run `resume setup` in an interactive terminal.","With an isolated HOME lacking settings.json, run `resume --list < /dev/null` and confirm it exits with an error naming `resume setup` and does not block.",§7 Configuration,src/settings.rs:266 (load_or_require_setup),Pass,,,Pass
setup-no-terminal-error,setup,Setup without a controlling terminal fails with a named cause,"As a user running resume from a daemon or CI job, I want a specific error rather than a hang or a generic IO failure, so that the cause is obvious.","`run_setup` opens `/dev/tty` directly rather than reading stdin; when that fails it returns `SettingsError::NoTerminal`, whose message tells the user to run `resume setup` in an interactive terminal.",Run `resume setup` with the controlling terminal detached (for example under `setsid` with stdio redirected to files) and confirm the NoTerminal message rather than a hang.,§7 Configuration,src/settings.rs:234 (run_setup),Pass,,,Pass
setup-uses-home-not-xdg,setup,"Settings live at ~/.resume/settings.json, ignoring XDG","As a user who relocated XDG_CONFIG_HOME, I want to know where resume keeps its agent selection, so that I can back it up or relocate it deliberately.","`settings_path` joins HOME with the fixed relative path `.resume/settings.json` and consults no XDG variable, unlike `config.rs`, which honours `XDG_CONFIG_HOME` for `config.toml`. The two mechanisms therefore resolve differently on the same machine.","Set XDG_CONFIG_HOME to a distinct directory, run setup, and confirm the file is written under `$HOME/.resume/`, not under XDG_CONFIG_HOME.",§7 CLI and configuration,src/settings.rs:74 (settings_path); src/config.rs:86 (load),Pass,,,Pass
cmux-noop-without-env,cmux,Handoff is a no-op outside cmux,"As an ordinary terminal user, I want resume to behave identically whether or not cmux exists on my machine, so that a workspace feature I do not use costs me nothing.","`handoff_cmux_workspace` returns `Ok()` immediately when neither `CMUX_WORKSPACE_ID` nor `CMUX_SURFACE_ID` is set, without probing PATH for a `cmux` binary. Resume then execs the native agent exactly as it would without the feature.","With both cmux variables unset and no `cmux` on PATH, resume a session and confirm the agent is executed normally with no cmux-related output.",§6 Resume safety and process handoff,src/launch.rs:450 (handoff_cmux_workspace),Pass,,,Pass
cmux-incomplete-env-fails-closed,cmux,"Exactly one cmux identifier is an error, not a partial handoff","As a cmux user, I want a half-populated environment to stop resume rather than guess, so that a workspace is never pointed at the wrong session.","When one of `CMUX_WORKSPACE_ID`/`CMUX_SURFACE_ID` is present and the other is not, handoff returns `CmuxHandoffError::IncompleteEnv` and resume exits before exec. Provenance is never inferred from a single identifier.","Set only `CMUX_WORKSPACE_ID`, attempt a resume, and confirm exit 1 with an IncompleteEnv-derived message and that the agent was never executed.",§6 Resume safety and process handoff,src/launch.rs:196 (CmuxHandoffError); src/launch.rs:450 (handoff_cmux_workspace),Pass,,,Pass
cmux-cli-unavailable-fails-closed,cmux,A cmux environment without the cmux CLI fails closed,"As a cmux user, I want resume to refuse rather than resume without updating my workspace, so that the workspace never diverges from what is actually running.","With cmux identifiers present, `command_available` is consulted before any handoff work; a missing `cmux` binary yields `CmuxHandoffError::CliUnavailable` and resume exits 1 without exec.","Set both cmux variables with no `cmux` on PATH, attempt a resume, and confirm exit 1 and that the native agent was not executed.",§6 Resume safety and process handoff,src/launch.rs:97 (command_available); src/launch.rs:450 (handoff_cmux_workspace),Pass,,,Pass
cmux-handoff-precedes-exec,cmux,Workspace handoff completes before the agent is executed,"As a cmux user, I want the workspace updated first, so that the resumed agent is never running under stale workspace state.","`handoff_then_exec` matches on `handoff_cmux_workspace` first and only reaches `exec` on `Ok()`. Because `exec` replaces the process image, any ordering inversion would be unobservable and unrecoverable — the ordering is therefore structural, not incidental.","With a fake `cmux` on PATH that appends to a log and a fake agent that appends to the same log, resume a session and confirm every cmux entry precedes the agent entry.",§6 Resume safety and process handoff,src/launch.rs:488 (handoff_then_exec); src/launch.rs:496 (exec),Pass,,,Pass
cmux-caller-identity-checked,cmux,The handoff verifies it is acting on its own caller,"As a cmux user with several workspaces, I want resume to confirm which surface invoked it, so that it cannot retarget another workspace.","The handoff runs a cmux identify step and compares the reported caller against the environment-provided identifiers; a disagreement is `CmuxHandoffError::CallerMismatch` and exits before exec. Spawn failure, non-zero status, and unparseable JSON are separately reported as IdentifySpawn, IdentifyStatus, and IdentifyJson.","Drive the fake cmux to return in turn a mismatched caller, a non-zero exit, and malformed JSON; confirm each produces a distinct message and that the agent is never executed.",§6 Resume safety and process handoff,src/launch.rs:196 (CmuxHandoffError),Pass,,,Pass
cmux-workspace-must-be-unique,cmux,An ambiguous workspace match aborts the handoff,"As a cmux user, I want resume to refuse when it cannot identify exactly one target workspace, so that it never mutates an arbitrary one.","The workspace list step must resolve to exactly one workspace; zero or several yield `CmuxHandoffError::WorkspaceNotUnique` and exit 1 before exec. List spawn failure, non-zero status, and bad JSON map to ListSpawn, ListStatus, and ListJson.","Drive the fake cmux to list zero workspaces, then two matching workspaces, and confirm both abort before exec with a WorkspaceNotUnique-derived message.",§6 Resume safety and process handoff,src/launch.rs:196 (CmuxHandoffError),Pass,,,Pass
cmux-pre-state-checked,cmux,The workspace's pre-mutation state must match expectations,"As a cmux user, I want resume to abort if the workspace already changed underneath it, so that it never overwrites a concurrent update.","Before reporting the new target, the handoff verifies the workspace's current state; a disagreement yields `CmuxHandoffError::PreStateMismatch` and exits before exec rather than clobbering the newer state.",Drive the fake cmux to report an unexpected pre-state and confirm the handoff aborts with exit 1 and no agent execution.,§6 Resume safety and process handoff,src/launch.rs:196 (CmuxHandoffError),Pass,,,Pass
cmux-readback-verified,cmux,The mutation is read back and verified before exec,"As a cmux user, I want resume to confirm the workspace actually changed, so that a silently-ignored update cannot leave the workspace stale while the agent starts.","After the report step, the handoff reads the workspace back and compares it with the intended target; a mismatch is `CmuxHandoffError::ReadbackMismatch` and exits before exec. Report spawn failure and non-zero status map to ReportSpawn and ReportStatus.","Drive the fake cmux to accept the report but read back a different target, and confirm exit 1 with a ReadbackMismatch-derived message and no agent execution.",§6 Resume safety and process handoff,src/launch.rs:196 (CmuxHandoffError),Pass,,,Pass
cmux-target-encoding-checked,cmux,An unavailable or non-UTF-8 target is refused,"As a cmux user, I want resume to refuse a target it cannot faithfully transmit, so that the workspace never receives a mangled path.",A target that cannot be resolved yields `CmuxHandoffError::TargetUnavailable`; one that is not valid UTF-8 yields `NonUtf8Target`. Both exit before exec rather than passing a lossy value to cmux.,Resume a session whose recorded workspace path contains a non-UTF-8 byte under a cmux environment and confirm the NonUtf8Target path is taken rather than a lossy conversion.,§6 Resume safety and process handoff,src/launch.rs:196 (CmuxHandoffError),Pass,,,Pass
cmux-every-variant-fails-closed,cmux,Every handoff failure mode exits 1 before exec,"As a cmux user, I want no failure mode to fall through to a plain resume, so that fail-closed is a property of the design rather than of individual branches.","`CmuxHandoffError` declares 18 variants; `handoff_then_exec` reaches `exec` only on `Ok()`, so every one of them aborts before the process image is replaced. No variant has a fallback that resumes anyway.","Enumerate the variants from `src/launch.rs`, drive the fake cmux into each reachable one, and confirm every case exits 1 with the agent never executed.",§6 Resume safety and process handoff,src/launch.rs:196 (CmuxHandoffError); src/launch.rs:488 (handoff_then_exec),Pass,,,Pass
picker-tabs-per-agent,picker,The picker offers an All tab plus one tab per present agent,"As a user with several agents, I want to narrow the list to one agent without typing a filter, so that I can browse a single agent's history directly.",`run_tabbed_picker` builds tab 0 as All and tabs 1.. as each distinct agent in first-seen order over the rank-sorted snapshot. An agent contributing no Sessions gets no tab.,"Under a PTY with fixture sessions for several agents, open the picker and confirm the header shows All plus exactly one tab per agent that has sessions.",§5 Interactive Session Picker,src/picker.rs:423 (run_tabbed_picker),Pass,,,Pass
picker-tab-switch-keys,picker,"Six key bindings switch tabs, and they wrap","As a user, I want tab switching to respond to the keys my terminal actually sends, so that navigation works regardless of how my terminal encodes Alt-arrows.","`classify_nav` maps `Alt+Left`, `Left`, and `Shift+Tab` to the previous tab and `Alt+Right`, `Right`, and `Tab` to the next. Switching wraps modulo the tab count and resets the page to the tab's newest page.","Under a PTY, press each of the six keys in turn and confirm the header tab advances or retreats accordingly, wraps at both ends, and returns to page 1 after each switch.",§5 Interactive Session Picker,src/picker.rs:366 (classify_nav); src/picker.rs:358 (NavExit),Pass,,,Pass
picker-tab-tracked-by-name,picker,A growing tab list never retargets the current tab,"As a user browsing one agent's tab while a background scan finishes, I want to stay on that tab, so that new results do not move me somewhere else.","The current tab is tracked by agent name, not index. When a background agent's first Session adds a new tab between renders, the name lookup still resolves to the same agent rather than shifting the user by one position.","Under a PTY with a slow Codex fixture, switch to a non-All tab before Codex finishes, wait for it to land, navigate once, and confirm the same agent tab is still selected.",§5 Interactive Session Picker,src/picker.rs:423 (run_tabbed_picker),Pass,,,Pass
picker-paging-keys,picker,Alt+P and Alt+N move between older and newer pages,"As a user with more sessions than fit on one page, I want to page through them, so that older sessions remain reachable.",`classify_nav` maps `Alt+P` to the older page and `Alt+N` to the newer one. Paging is clamped: Alt+P on the oldest page and Alt+N on the newest are no-ops that redraw the same page rather than wrapping.,"Under a PTY with more than PAGE_SIZE fixture sessions, press Alt+P to the last page and once more, then Alt+N back to the first and once more, confirming both ends clamp.",§5 Interactive Session Picker,src/picker.rs:366 (classify_nav); src/picker.rs:423 (run_tabbed_picker),Pass,,,Pass
picker-newest-page-is-full,picker,The newest page is always full; the remainder falls on the oldest page,"As a user, I want my most recent sessions to fill the first screen, so that the common case is never a nearly-empty page.","`page_bounds` computes the page end as `total - page_index * PAGE_SIZE` and the start by saturating subtraction, so page 0 always holds the newest `PAGE_SIZE` entries and any short page is the oldest one.","With exactly PAGE_SIZE+3 fixture sessions, open the picker and confirm page 1 shows PAGE_SIZE rows and page 2 shows 3.",§5 Interactive Session Picker,src/picker.rs:528 (page_bounds); src/picker.rs:52 (PAGE_SIZE),Pass,,,Pass
picker-page-clamped-on-shrink,picker,"A page index past the end is clamped, not left dangling","As a user switching to a tab with fewer pages, I want to land on a real page, so that the picker never shows an empty view.","Each render recomputes `total_pages` for the current tab and clamps `page_index` to `total_pages - 1`, so switching from a deep page of a large tab to a small tab lands on that tab's last page rather than beyond it.","Under a PTY, page deep into the All tab, switch to an agent tab with a single page, and confirm rows are shown rather than an empty page.",§5 Interactive Session Picker,src/picker.rs:423 (run_tabbed_picker),Pass,,,Pass
picker-preview-toggle,picker,Ctrl+O toggles the preview pane,"As a user, I want to show or hide the preview without leaving the picker, so that I can trade screen space for detail on demand.","The picker binds `ctrl-o` to toggle-preview. The initial visibility follows the configured preview mode, and the pane position follows `preview_layout`: explicit right/bottom, or auto, which chooses right at terminal width 100 or more and bottom below that.","Under a PTY at width 120 and again at width 80, press Ctrl+O and confirm the pane appears on the right and at the bottom respectively, and that a second press hides it.",§5 Interactive Session Picker,src/picker.rs:534 (preview_layout); src/picker.rs:594 (build_tabbed_options),Pass,,,Pass
picker-ctrl-r-ignored,picker,Ctrl+R is inert in the picker,"As a user with shell muscle memory, I want Ctrl+R not to disturb the picker, so that a reflexive keypress does not change my view.","The picker binds `ctrl-r:ignore`, so the key neither triggers Skim's default behaviour nor exits the picker; the current tab, page, and query are unchanged.","Under a PTY, type a query, press Ctrl+R, and confirm the query, tab, and page are unchanged and the picker is still running.",§5 Interactive Session Picker,src/picker.rs:594 (build_tabbed_options),Pass,,,Pass
